"English"	"OldOrcish"	"ProposedOrcish"
"stripping"	"ap26-30-stripping-130768"	"arden-ashi-dwimmer"
"stroke"	"ap31-36-stroke-1ba757"	"ata-gor-dravash"
"strokes"	"ap31-36-strokes-1cf43c"	"bae-ka-dargu"
"stroking"	"ap3-strok-319-in"	"fce-gashi-karnu"
"stroll"	"freq100-stroll-108821"	"arandian-falsta-burzuk"
"stronger"	"ap16-20-stronger-106fd9"	"arandian-dravu-hrowkuri"
"strongest"	"freq100-strongest-a0a416"	"fletragi-goblin-brakuk"
"strongly"	"freq100-strongly-7309d9"	"dorn-ashur-hrowkuri"
"struck"	"ap21-25-struck-cf3ffc"	"grrtuk-daki-krizh"
"structural"	"ap21-25-structural-adf0d3"	"gashin-imperial-hrowkai"
"struggle"	"freq100-struggle-72b268"	"dokur-grod-dwimmer"
"struggled"	"freq100-struggled-3dfd3e"	"brukin-karnu-dargur"
"struggles"	"ap31-36-struggles-e167a3"	"hekmogi-drav-grodhi"
"struggling"	"ap21-25-struggling-736a94"	"dorn-dravik-goblini"
"strung"	"freq100-strung-224ad2"	"barrow-dargash-hrowka"
"stuart"	"freq100-stuart-7deead"	"dravin-imla-grrtuk"
"stubble"	"shad-stuble-513"	"dakkin-burz-darguk"
"stubborn"	"freq100-stubborn-34f9a1"	"braki-kangstuk-grod"
"stuck"	"ap16-20-stuck-9c05ce"	"fcd-ash"
"stud"	"freq100-stud-2d196c"	"bit-bibnaki"
"studded"	"ap26-30-studded-2ad8b7"	"bibnaki-hekur-gurmoguk"
"students"	"freq100-students-dac497"	"hek-gruuluk-gorash"
"studied"	"shad-studi-989-ash"	"brak-bruku-dokash"
"studies"	"ap3-studi-0c8i"	"cec-hekruhur-giodon"
"studio"	"freq100-studio-da0daa"	"hek-bantash-grotin"
"studios"	"freq100-studios-e88ba5"	"hekuk-fcd-grodu"
"study"	"ap21-25-study-0c87ed"	"ak-faf"
"studying"	"shad-studi-0c8-in"	"burzuk-disaster-brakkin"
"stuff"	"ap3-stuf-35b"	"brakin-grotash"
"stuffed"	"freq100-stuffed-cd42e3"	"grow-dakuk-ka"
"stuffing"	"ap21-25-stuffing-668b2b"	"dedi-fcd-crossbow"
"stuffs"	"ap3-stuf-35bi"	"grodui-hrog-hrowku"
"stuffy"	"freq100-stuffy-1141f2"	"archon-dakku-khalash"
"stumble"	"ap26-30-stumble-56648f"	"dakuri-dragonuk-gentle"
"stumbled"	"freq100-stumbled-47a2ff"	"cbdi-gio-krubi"
"stumbles"	"ap21-25-stumbles-ddbd1e"	"hekfai-grrt-burdock"
"stumbling"	"ap26-30-stumbling-1d3e1c"	"bant-dakash-bruku"
"stump"	"freq100-stump-b7b3e3"	"gog-grodh"
"stung"	"ap26-30-stung-c7c239"	"grodu-gruul"
"stunned"	"ap26-30-stunned-7ae22a"	"dravi-hrowk-cromm"
"stunning"	"freq100-stunning-d40174"	"gruuli-arcturus-exodore"
"stunt"	"freq100-stunt-04a318"	"aef-giodon"
"stupid"	"freq100-stupid-c2d214"	"grimuk-hekruh-brakkin"
"stupidest"	"freq100-stupidest-cde8f3"	"grow-hrowkuk-khali"
"stupidity"	"freq100-stupidity-0bd70d"	"agh-hekuk-bitin"
"stupidly"	"ap26-30-stupidly-ec3918"	"hrog-chesire-brand"
"sturdy"	"ap16-20-sturdy-25a5c4"	"bdci-goblini-heku"
"style"	"ap16-20-style-cb86eb"	"grotash-fa"
"styles"	"freq100-styles-90a757"	"elfi-gor-dravash"
"stylish"	"freq100-stylish-39d254"	"brakur-hekruh-draku"
"stylized"	"ap16-20-stylized-8b18e2"	"eastdale-bibnak-jorun"
"stylus"	"ap16-20-stylus-41e193"	"burz-hrowgauk-goblin"
"su"	"freq100-su-0a64ce"	"agarici-dragonuk"
"sub"	"freq100-sub-ddc6e2"	"hekfai-gurmog"
"sub-floor"	"ap26-30-sub-floor-bb868c"	"gori-fa-gashu"
"sub-level"	"ap26-30-sub-level-5078e1"	"daki-dwarfuk-issenda"
"sub-structure"	"ap21-25-sub-structure-d93e8a"	"gurmoguk-dakash-gashi-drath"
"sub-vault"	"ap16-20-sub-vault-65bd74"	"dcf-grrt-exodore"
"sub-vault's"	"ap21-25-sub-vaults-bbc114"	"gori-grum-brakkin"
"subconscious"	"freq100-subconscious-34b661"	"braki-grodu-drukh-grum"
"subject"	"ap16-20-subject-a9491f"	"gakh-darg-burz"
"subjects"	"ap16-20-subjects-e223d8"	"hekmoguk-braki-hrowkur"
"sublevel"	"ap21-25-sublevel-fd6bf4"	"ik-draviki-khalin"
"submarine"	"freq100-submarine-3a48c2"	"brand-dakururi-hekruhi"
"submerged"	"ap16-20-submerged-6c1c13"	"dff-bit-brakin"
"submit"	"freq100-submit-75490b"	"dragonuk-darg-bit"
"submitted"	"freq100-submitted-e06f8c"	"hekmog-dravu-gashu"
"subpoena"	"freq100-subpoena-7edb3c"	"dravku-hrog-dargu"
"subroutines"	"ap31-36-subroutines-553ebb"	"dakur-dakash-hekfai-dakur"
"subs"	"freq100-subs-fc6a3d"	"hush-dravik"
"subsequent"	"ap31-36-subsequent-cb7cb8"	"grotash-ecd-hek"
"subsides"	"ap16-20-subsides-7c5ca4"	"draviki-disaster-grodin"
"subsonic"	"ap31-36-subsonic-67d3b1"	"demand-hekruhi-gruul"
"substance"	"ap16-20-substance-943ae6"	"exie-colossal-kal"
"substances"	"ap31-36-substances-6b96d1"	"devis-forge-hrowk"
"substantial"	"freq100-substantial-94a48d"	"exie-goblin-gashur-grukhur"
"substitute"	"freq100-substitute-755199"	"dragonuk-dca-gori"
"subtitles"	"freq100-subtitles-74fc0b"	"dornuk-karnt-bit"
"subtle"	"ap21-25-subtle-2298c2"	"barrow-gakh-hekruhi"
"subtly"	"ap26-30-subtly-67a748"	"demand-gor-depth"
"subtracted"	"ap26-30-subtracted-5ac053"	"darg-grukhur-dragonuk"
"suburban"	"freq100-suburban-5c5091"	"dargi-dbe-gio"
"suburbs"	"freq100-suburbs-7258a1"	"dokur-deornoth-grod"
"subverted"	"ap26-30-subverted-a40843"	"flitin-ashuk-dcf"
"subway"	"freq100-subway-9f3a43"	"flat-colossal-dcf"
"succeed"	"ap21-25-succeed-6998ec"	"deornoth-gakh-karnu"
"succeeded"	"freq100-succeeded-5dceae"	"dargin-hekin-grukh"
"succeeds"	"ap21-25-succeeds-df448a"	"hekin-dakur-gashi"
"successfully"	"ap16-20-successfully-b72866"	"gog-brakur-dwarfi-gentle"
"suck"	"ap21-25-suck-954baf"	"exieuk-dargi"
"sucked"	"ap16-20-sucked-408567"	"burdock-exodore-dwarfuk"
"sucker"	"freq100-sucker-d28eb5"	"grum-flat-gurmog"
"suckers"	"freq100-suckers-632388"	"dcbi-braki-gash"
"sucking"	"freq100-sucking-25e82c"	"bdci-hrowkuk-dak"
"sucks"	"freq100-sucks-e1ce25"	"hekmogi-hekin"
"suction"	"ap16-20-suction-5d29d3"	"dargin-brand-hrowkai"
"sudden"	"ap3-suden-1af"	"ashur-kar-dargu"
"suddenly"	"ap3-suden-1af-uk"	"ashi-brak-devis"
"sue"	"freq100-sue-0d015b"	"akh-arcturus"
"sued"	"freq100-sued-b41e0e"	"giodon-bitin"
"suffered"	"shad-sufer-4cf-ash"	"grotin-gashash-hekin"
"suffering"	"ap16-20-suffering-febe89"	"iku-grrtuk-gashash"
"suffers"	"freq100-suffers-65b156"	"dcf-grimuk-drav"
"sufficient"	"freq100-sufficient-b9abdf"	"gorash-gorin-imperial"
"suffocate"	"ap16-20-suffocate-b15c96"	"gentle-disaster-gor"
"suffused"	"ap26-30-suffused-be2bba"	"goruk-brukash-hekfa"
"sugar"	"ap26-30-sugar-cc767f"	"grotin-dwarf"
"suggest"	"ap26-30-suggest-dc726d"	"hekfa-drukh-elf"
"suggested"	"freq100-suggested-8ad703"	"dwimmer-hekuk-bdci"
"suggesting"	"ap21-25-suggesting-42c40d"	"burzi-gruuluk-bitin"
"suggestion"	"ap16-20-suggestion-650ffa"	"dcf-bantin-korvin"
"suggestions"	"freq100-suggestions-fc7f81"	"hush-elfi-flit-fcb"
"suggests"	"ap16-20-suggests-4446d5"	"cab-dakuru-hrowkin"
"suicidal"	"ap26-30-suicidal-38012c"	"brakuk-arcturus-dak"
"suicide"	"freq100-suicide-530437"	"dakuk-arhk-dakururi"
"suing"	"freq100-suing-4576a6"	"caves-dwarf"
"suit"	"ap16-20-suit-21839e"	"bantuk-exie"
"suitable"	"freq100-suitable-2d92fc"	"bit-flit-krizh"
"suitcase"	"freq100-suitcase-9817a6"	"faf-bibi-grodui"
"suite"	"freq100-suite-f8ebd4"	"hrowku-hush"
"suited"	"freq100-suited-324e22"	"brakari-darguk-cab"
"suiting"	"ap26-30-suiting-89d33b"	"dwarfuk-hekruhi-dargin"
"suits"	"ap16-20-suits-9d0fa0"	"fce-bantin"
"sully"	"freq100-sully-2ccf0b"	"bibuk-hekmog"
"sultan"	"freq100-sultan-02cf1c"	"aba-hekmog-bruku"
"sum"	"ap4-sum-09f"	"aelves-kaag"
"summary"	"ap16-20-summary-761b7a"	"draku-bibuk-fcd"
"summer"	"ap3-sumer-e83"	"hekuk-cbdi-dugi"
"summers"	"freq100-summers-e84e17"	"hekuk-darguk-brakur"
"summit"	"ap31-36-summit-13984a"	"arden-gakh-dff"
"summon"	"freq100-summon-2815cb"	"bibi-bib-hrogar"
"summoned"	"ap21-25-summoned-b905b2"	"gorash-ash-gruuli"
"summoning"	"ap31-36-summoning-072168"	"aelf-brakari-dwimmer"
"summons"	"shad-sumon-281i"	"grotash-dravur-brakur"
"sumner"	"freq100-sumner-2a673f"	"bibnaki-drav-dbe"
"sums"	"ap31-36-sums-2220e3"	"barrow-brak"
"sun-bleached"	"ap26-30-sun-bleached-d4ff5a"	"gruuli-kelnagak-draviki-evazhun"
"sun-blinder"	"surg-ap4-blinder-273"	"brakuk-kal-brakkin"
"sun-disk’s"	"ap31-36-sun-disks-790824"	"dravash-ashuk-cbd"
"sun-pendant"	"ap21-25-sun-pendant-6dcc4c"	"disaster-hekfai-dok"
"sun-scribed"	"ap16-20-sun-scribed-d88589"	"gurmogi-exodore-gashash"
"sun-slayer"	"ap31-36-sun-slayer-6b85fc"	"devis-exodore-krizh"
"sun-warmed"	"ap31-36-sun-warmed-2c327f"	"bibuk-burzuk-flind"
"sunburst"	"ap26-30-sunburst-18bc25"	"ashi-grow-cbdi"
"sunday"	"freq100-sunday-b6ac44"	"goblini-goru-dedi"
"sundays"	"freq100-sundays-ad4a32"	"gashin-dargash-dakukash"
"sundown"	"freq100-sundown-5a6602"	"darg-drath-bdc"
"sung"	"freq100-sung-05c2b8"	"aele-gruul"
"sunglasses"	"freq100-sunglasses-754ee0"	"dragonuk-darguk-in"
"sunk"	"freq100-sunk-a73436"	"forge-caves"
"sunlight"	"freq100-sunlight-921a95"	"evazhun-bibnakin-gog"
"sunny"	"freq100-sunny-c2333a"	"grimuk-cab"
"sunrise"	"freq100-sunrise-e9f2a0"	"hekur-issenda-grimuk"
"sunshine"	"freq100-sunshine-a941a4"	"gakh-dakku-grodin"
"super"	"freq100-super-73d1b1"	"dorn-hekmoguk"
"superb"	"freq100-superb-0178fa"	"aaei-dwarfuk-korvin"
"superficial"	"freq100-superficial-707ecb"	"doki-elf-hrogar-lag"
"superhero"	"freq100-superhero-7a1c36"	"dravi-bit-dakuruk"
"superintendent"	"freq100-superintendent-1e5ab3"	"bantash-devis-gruuluk-forge"
"superior"	"ap26-30-superior-fc4d6c"	"hush-dargu-efekt"
"superiors"	"freq100-superiors-ba12d9"	"gord-bbc-hrowkuri"
"superman"	"freq100-superman-73cd1b"	"dorn-heki-brukin"
"supermarket"	"freq100-supermarket-16d1c7"	"ash-hekmoguk-hekur-fletragi"
"supernatural"	"ap16-20-supernatural-c1b59b"	"great-grodin-goru-gruul"
"superstar"	"freq100-superstar-403a6c"	"burdock-colossal-efekt"
"superstition"	"freq100-superstition-4b8723"	"colossal-faf-caves-dakuri"
"superstitious"	"ap2-superstiti-880i"	"flindi-grimuk-cec-grodu"
"supervision"	"freq100-supervision-b5ba52"	"goblin-grotash-dornuk-exie"
"supervisor"	"freq100-supervisor-0834c2"	"aelfuk-caves-hekruhi"
"supper"	"freq100-supper-64199f"	"dcd-bibnaki-great"
"supplant"	"ap31-36-supplant-850aee"	"dug-ata-kelnagak"
"supple"	"shad-suple-2bb"	"bibnakin-grukh-evazhun"
"supplied"	"freq100-supplied-98b2be"	"faf-grod-hekmog"
"supplies"	"quum-zoli-566"	"brukin-gur-depth"
"supply"	"ap3-sup-ed4-uk"	"hrowk-bantash-krub"
"support"	"ap16-20-support-a18603"	"flind-fa-bdci"
"supported"	"shad-suport-a18-ash"	"braku-grodh-cab"
"supporting"	"ap21-25-supporting-38bf38"	"brakuk-grukh-darg"
"supportive"	"freq100-supportive-edd482"	"hrogar-hekruhur-flitin"
"supports"	"freq100-supports-66312e"	"dedi-burzi-daki"
"suppose"	"ap21-25-suppose-190ab8"	"ashuk-ata-hek"
"supposed"	"ap16-20-supposed-72b795"	"dokur-grodui-gog"
"supposedly"	"freq100-supposedly-371756"	"braku-bibi-drav"
"supposing"	"freq100-supposing-9c6a54"	"fcd-dravik-draku"
"supposition"	"shad-suposishun-0d6"	"akh-dorn-karnt-braki"
"suppression"	"ap21-25-suppression-83b27b"	"drukh-grod-fce-kruzin"
"supreme"	"ap26-30-supreme-f8f474"	"hrowku-ka-exodore"
"sure"	"shad-sure-c0c"	"grak-hekash"
"surely"	"shad-sure-c0c-uk"	"dargu-heki-dakuruk"
"surety"	"shad-sureti-61b"	"dbe-grrtuk-burzi"
"surf"	"freq100-surf-019931"	"aaei-gash"
"surface-loords"	"ap21-25-surface-loords-e605c1"	"heku-ash-hekruh-caves"
"surfaces"	"ap16-20-surfaces-0dc405"	"akh-gruuluk-bibash"
"surfing"	"freq100-surfing-6bbed1"	"devis-grrtuk-hrowk"
"surgeon"	"freq100-surgeon-482713"	"cec-brakuk-brakin"
"surgeon’s"	"ap31-36-surgeons-7a9104"	"dravi-flindi-bib"
"surgeons"	"freq100-surgeons-171c30"	"ashdak-bit-dakku"
"surgery"	"ap31-36-surgery-fc00eb"	"hush-archon-karnt"
"surgical"	"ap16-20-surgical-cd8e8b"	"grow-flat-gashin"
"surname"	"shad-surname-655"	"dcf-disaster-dakukash"
"surplus"	"freq100-surplus-1bd305"	"ata-hekruhi-bibash"
"surpressed"	"ap5-surpress-8bb-ash"	"dwarfi-hrowkai-dedi"
"surprised"	"ap3-surpri-645i-ash"	"arandia-dakuruk-bruku"
"surprises"	"ap16-20-surprises-db833d"	"hekash-exie-darguk"
"surprising"	"ap26-30-surprising-3fc414"	"brukur-gruuluk-brakkin"
"surprisingly"	"ap31-36-surprisingly-5e29a8"	"dargu-brand-grot-lagu"
"surreal"	"ap21-25-surreal-351ee6"	"brakin-bitin-kal"
"surrender"	"shad-surender-e75"	"hekui-dokash-gurmogi"
"surrendered"	"freq100-surrendered-7959cc"	"dravash-depth-hrogarai-colossal"
"surrenders"	"ap16-20-surrenders-d57b13"	"gruuluk-ebb-brakin"
"surround"	"ap26-30-surround-ee48ee"	"hrogarai-dakururi-kelnagak"
"surrounded"	"ap16-20-surrounded-709cd5"	"doki-gashin-hrowkin"
"surroundings"	"ap31-36-surroundings-331949"	"brakash-bibnaki-devis-dca"
"surveillance"	"ap26-30-surveillance-c0d247"	"grak-hekruh-deornoth-gori"
"survey"	"ap21-25-survey-811f2a"	"dravur-bitu-cromm"
"survival"	"ap16-20-survival-4032ee"	"burdock-burzuk-kelnagak"
"survives"	"ap26-30-survives-824cc4"	"drow-dargin-heku"
"survivor"	"ap21-25-survivor-7a01ac"	"dravi-arcturus-grrt"
"survivors"	"freq100-survivors-317033"	"brak-dravur-dakur"
"susan"	"freq100-susan-b78469"	"gog-exieuk"
"sushi"	"freq100-sushi-cf98f5"	"grrtuk-gakh"
"suspect"	"freq100-suspect-982776"	"faf-brakuk-faf"
"suspected"	"freq100-suspected-c22bd1"	"grimuk-brukash-hrowk"
"suspects"	"ap16-20-suspects-fd1b38"	"ik-bibuk-darg"
"suspend"	"freq100-suspend-f516e6"	"hrowkai-bibash-kal"
"suspended"	"ap4-suspend-f51-ash"	"heki-bruku-dcd"
"suspense"	"freq100-suspense-8b71bc"	"eastdale-drow-heki"
"suspension"	"freq100-suspension-f06e84"	"hrowga-dravkui-flow"
"suspicion"	"ap26-30-suspicion-577936"	"dakuru-dwimmer-dakuruk"
"suspicions"	"freq100-suspicions-736506"	"dorn-draku-bibi"
"suspicious"	"freq100-suspicious-80d8b1"	"dravu-hekur-gruul"
"sustain"	"freq100-sustain-07f5b8"	"aelf-kaag-hek"
"sustained"	"freq100-sustained-055f82"	"aele-doki-flitin"
"suture"	"freq100-suture-3c5a37"	"brukash-devis-dakururi"
"suzanne"	"freq100-suzanne-d2a662"	"grum-gog-drukhi"
"swab"	"freq100-swab-6eebda"	"dok-hush"
"swallowed"	"shad-swalow-727-ash"	"cee-drukh-dravur"
"swallowing"	"ap21-25-swallowing-e49899"	"hekruhi-gakh-gori"
"swallows"	"ap16-20-swallows-1fd38e"	"banti-hekruhi-gashuri"
"swam"	"freq100-swam-0a7aae"	"agarici-eastdale"
"swamp"	"ap16-20-swamp-d83a90"	"gurmogi-colossal"
"swamp-stink"	"ap16-20-swamp-stink-90edb3"	"elfi-iku-gruuluk"
"swampy"	"ap16-20-swampy-913e4a"	"ender-dakash-dff"
"swan"	"freq100-swan-6856da"	"demetra-demand"
"swap"	"freq100-swap-da47c2"	"hek-dakuruk"
"swapping"	"ap16-20-swapping-a0d960"	"fletragi-helix-drow"
"swarm"	"ap31-36-swarm-44eb92"	"cab-hush"
"swarming"	"ap31-36-swarming-c75da4"	"grodu-dok-grodin"
"swat"	"freq100-swat-74e698"	"dornuk-hrowkin"
"sway"	"ap31-36-sway-345c74"	"braki-disaster"
"swearing"	"freq100-swearing-ada534"	"gashin-goblini-dakuri"
"swears"	"freq100-swears-81881c"	"dravur-falsta-bruku"
"sweater"	"freq100-sweater-a3a89e"	"flit-gorash-grak"
"sweaters"	"freq100-sweaters-310dc7"	"brak-bantash-hekur"
"sweating"	"ap16-20-sweating-082c8c"	"aelfuk-brukin-gashu"
"sweatshirt"	"freq100-sweatshirt-f60909"	"hrowkash-ashur-bibnakin"
"sweaty"	"freq100-sweaty-75be46"	"dragonuk-grrtuk-demetra"
"sweden"	"freq100-sweden-295099"	"bibnak-dbe-gori"
"swedish"	"freq100-swedish-9dd198"	"fce-hekmoguk-gord"
"sweep"	"ap16-20-sweep-dfd337"	"hekin-hekruhi"
"sweeping"	"freq100-sweeping-908aa2"	"elfi-fcb-grodh"
"sweeps"	"ap16-20-sweeps-14d674"	"ardenuk-hekui-exodore"
"sweet"	"shad-sweet-b90"	"gorash-arhk"
"sweeter"	"freq100-sweeter-5d05ec"	"dargin-ash-karnu"
"sweetest"	"freq100-sweetest-f74c9b"	"hrowkin-dargin-goru"
"sweetheart"	"freq100-sweetheart-01a0c6"	"aaei-gentle-hekuk"
"sweethearts"	"freq100-sweethearts-eb79c2"	"here-dwimmer-hekruhi-hrowgauk"
"sweetie"	"freq100-sweetie-8a3224"	"dwimmer-burzuk-cbd"
"sweetness"	"freq100-sweetness-aa3d15"	"gash-dak-braku"
"sweets"	"freq100-sweets-3f92df"	"brukur-flit-imperial"
"swell"	"freq100-swell-36603e"	"brakkin-doku"
"swelling"	"freq100-swelling-a40c2e"	"flitin-bant-daki"
"swells"	"ap31-36-swells-3800be"	"brakuk-archon-hekmog"
"sweltering"	"ap31-36-sweltering-699277"	"deornoth-flit-falsta"
"swept"	"freq100-swept-0a7d00"	"agarici-efekt"
"swift's"	"ap21-25-swifts-2c598b"	"bibuk-depth-gashin"
"swim"	"freq100-swim-d493f8"	"gruuli-flitin"
"swimmer"	"freq100-swimmer-823bc3"	"drow-cromm-hekruhur"
"swimming"	"ap31-36-swimming-7aab06"	"dravi-gorin-bibi"
"swimsuit"	"freq100-swimsuit-d6c082"	"gur-grukhur-flitin"
"swine"	"freq100-swine-7560bc"	"dragonuk-doku"
"swing"	"freq100-swing-2da977"	"bit-gord"
"swinging"	"ap21-25-swinging-991540"	"falsta-bib-dca"
"swings"	"ap16-20-swings-dd00b8"	"hekfai-archon-hek"
"swirling"	"ap21-25-swirling-1c0595"	"bae-ash-gog"
"swirls"	"ap31-36-swirls-a32caf"	"flit-brukin-grukhur"
"swiss"	"freq100-swiss-898fa2"	"dwarfuk-fletragi"
"switch"	"freq100-switch-78b49f"	"drav-grodhi-great"
"switched"	"freq100-switched-411cc8"	"burz-bit-helix"
"switches"	"freq100-switches-3d2676"	"brukin-braku-faf"
"switching"	"freq100-switching-8073cb"	"dravu-drukhi-hrogar"
"switzerland"	"freq100-switzerland-c32f5d"	"grod-burdock-dravkui-koboldi"
"swivel"	"ap21-25-swivel-bca6cc"	"gorin-gog-hrogarai"
"swiveling"	"ap31-36-swiveling-822cbf"	"drow-brukin-hekmogi"
"swollen"	"freq100-swollen-b93bff"	"gorash-cromm-krubi"
"swoops"	"ap5-swoop-34ci"	"gashu-faf-gori"
"swooshing"	"ap16-20-swooshing-94446b"	"exie-dakur-ecd"
"swore"	"freq100-swore-bb9586"	"gori-flow"
"sworn"	"freq100-sworn-7eed75"	"dravku-iku"
"swung"	"freq100-swung-d26dde"	"grum-dravku"
"sydney"	"freq100-sydney-e80326"	"hekuk-ardenuk-cec"
"sykes"	"freq100-sykes-63d6dd"	"dcbi-hekui"
"syllables"	"ap21-25-syllables-071ced"	"aelf-bit-keep"
"sylvia"	"freq100-sylvia-93dbfb"	"exarchuk-hrog-krag"
"sympathetic"	"ap26-30-sympathetic-f53624"	"hrowkai-cbdi-cbd-dakuri"
"sympathy"	"ap26-30-sympathy-dcd867"	"hekfa-hekur-dwarfuk"
"symphony"	"freq100-symphony-0c873e"	"ak-faf-dargur"
"symptoms"	"freq100-symptoms-4f8413"	"dakash-exieuk-brakin"
"sync"	"ap16-20-sync-75c75e"	"dragonuk-gurmogi"
"synchro"	"freq100-synchro-31689e"	"brak-dravash-grak"
"synchronization"	"ap31-36-synchronization-b67cd4"	"goblini-ecd-hrowkash-ik"
"synchronize"	"ap26-30-synchronize-282358"	"bibi-braki-dravi-brukur"
"synchronized"	"ap21-25-synchronized-44fa15"	"cab-kar-braku-kruk"
"syncing"	"ap31-36-syncing-837d59"	"drukh-efekt-dravik"
"syncs"	"ap31-36-syncs-cb7433"	"grotash-dug"
"syndicate"	"freq100-syndicate-515542"	"dakkin-dedi-dcd"
"syndrome"	"freq100-syndrome-ee1e5e"	"hrogarai-bitin-dravu"
"synergy"	"ap21-25-synergy-290abd"	"bibnak-ata-hekin"
"synthesize"	"ap26-30-synthesize-6fb0ab"	"dokash-great-grow"
"synthesized"	"ap16-20-synthesized-cb4996"	"grotash-darg-gor-dakuru"
"synthetic"	"freq100-synthetic-b3cc04"	"gio-hekfai-bib"
"syrup"	"freq100-syrup-b1ac92"	"gentle-goru"
"system"	"ap16-20-system-bbc5e6"	"gori-gur-kal"
"systematically"	"ap16-20-systematically-7ac765"	"dravi-gurmogi-dwarf-dakash"
"systems"	"ap16-20-systems-f338f4"	"hrowk-cee-khalin"
"t"	"freq100-t-e3b98a"	"hekruh-grot"
"t-junction"	"ap16-20-t-junction-e4ec35"	"hekruhi-ik-dakuru"
"ta"	"freq100-ta-76592b"	"draku-depth"
"tab"	"freq100-tab-750838"	"dragonuk-ashuk"
"tables"	"freq100-tables-d98a03"	"gurmoguk-fcb-bdci"
"tablet"	"ap16-20-tablet-5bed85"	"dargash-iku-forge"
"tablets"	"ap16-20-tablets-80c499"	"dravu-gruuluk-gori"
"tabs"	"freq100-tabs-32d3fe"	"brakari-hekruhi"
"tacere"	"ap16-20-tacere-73a445"	"dorn-goblin-demand"
"tack"	"freq100-tack-a98a56"	"gakh-fcb"
"tackle"	"freq100-tackle-ceab38"	"grrt-gorin-darg"
"tacky"	"ap16-20-tacky-c20e5a"	"grimuk-banti"
"taco"	"freq100-taco-07c056"	"aelf-grukhur"
"tacos"	"freq100-tacos-1734c8"	"ashdak-caves"
"tactics"	"ap21-25-tactics-ae599b"	"gashu-depth-goru"
"tad"	"freq100-tad-2e757e"	"draku-elfi-groduk"
"taffy"	"freq100-taffy-da9011"	"hek-flind"
"taft"	"freq100-taft-d8da29"	"gurmogi-here"
"tag"	"ap16-20-tag-2a1073"	"bibnaki-bantuk"
"tags"	"freq100-tags-978c2f"	"fa-fce"
"tahiti"	"freq100-tahiti-1b7e43"	"ata-elf-dcf"
"tai"	"freq100-tai-f4ddd1"	"hrowka-hrogarai"
"tail"	"freq100-tail-0c62f8"	"ak-dorn"
"tail-tip"	"ap16-20-tail-tip-be0fa4"	"goruk-bantin-grodin"
"tailor"	"freq100-tailor-758cb9"	"dragonuk-fce-hekash"
"tails"	"ap26-30-tails-ae7a4a"	"gashu-eastdale"
"taiwan"	"freq100-taiwan-fd8711"	"ik-faf-brakash"
"taken"	"ap3-taken-993"	"falsta-caves"
"takeoff"	"freq100-takeoff-24ae69"	"bdc-goth-eastdale"
"takeovers"	"ap26-30-takeovers-c3dbd2"	"grod-hrog-hrowka"
"takin"	"freq100-takin-b2ea01"	"ghash-hrowkuri"
"taking"	"shad-tak-295-in"	"grimuk-goblini-grrt"
"talbot"	"freq100-talbot-72c15c"	"dokur-grum-dravku"
"talent"	"ap26-30-talent-50cb3d"	"daki-hekfa-darguk"
"talented"	"freq100-talented-070bc9"	"aelf-bae-here"
"talents"	"shad-talent-50ci"	"burz-doki-giodon"
"tales"	"freq100-tales-70dd86"	"doki-hrogarai"
"talked"	"freq100-talked-a5ebed"	"flitu-hush-keep"
"talking"	"ap26-30-talking-f64d9d"	"hrowkash-dargu-goth"
"talks"	"freq100-talks-ffe371"	"imla-hrowka"
"tall-magistrate"	"ap21-25-tall-magistrate-2d124d"	"bit-bbc-dokash-dravku"
"tall-things"	"ap16-20-tall-things-ef435a"	"hroguk-dakukash-draviki"
"tally"	"freq100-tally-b01e26"	"gashuri-bitin"
"tam"	"freq100-tam-1129e6"	"archon-brand"
"tame"	"ap4-tame-77c"	"drath-hekmog"
"tamed"	"ap3-tam-112-ash"	"gio-falstauk"
"tammy"	"freq100-tammy-9d3104"	"fce-burzi"
"tampered"	"ap31-36-tampered-d121be"	"grukhur-brakari-hekmog"
"tampering"	"ap31-36-tampering-d410c3"	"gruuli-bantuk-hekruhur"
"tan"	"freq100-tan-0e5123"	"aproakh-dca"
"tang"	"ap16-20-tang-cbbb2b"	"grotash-grotin"
"tangled"	"ap3-tangl-c16-ash"	"agarici-imperial-klap"
"tango"	"freq100-tango-7063d5"	"doki-dornuk"
"tank"	"ap16-20-tank-281a37"	"ata-cee-forge"
"tanker"	"freq100-tanker-a1c8f4"	"flind-gurmoguk-khalin"
"tanks"	"ap31-36-tanks-df4f3b"	"hekin-dargur"
"tanner"	"freq100-tanner-df4b10"	"hekin-dargi-brakari"
"tap"	"ap26-30-tap-729cd8"	"dokur-gashin"
"tape"	"freq100-tape-8ba4ec"	"eastdale-goblin"
"taped"	"freq100-taped-966dca"	"exodore-dravku"
"tapes"	"freq100-tapes-392f14"	"brakur-burdock"
"tapestry"	"ap31-36-tapestry-208ee4"	"bantin-flat-kaag"
"taping"	"freq100-taping-d4a287"	"gruuli-gio-gakh"
"tapped"	"freq100-tapped-ca0efa"	"grot-banti-korvin"
"tapping"	"ap26-30-tapping-561ab7"	"dakuri-bibnakin-gurmoguk"
"taps"	"ap16-20-taps-578f46"	"dakuru-fletragi"
"tar"	"burz-rukh-4cd"	"elfi-goth"
"tara"	"freq100-tara-42570c"	"burzi-demetra"
"targeted"	"freq100-targeted-2b054a"	"bibnakin-ash-dff"
